736523.8890098148,300,17.5,0,2,2
736523.8909116782,600,17.5,0,2,2
736523.8905546413,600,17.5,0,2,2
736523.8901977778,600,17.5,0,2,2
736523.8898413542,1200,17.5,0,2,2
736523.8894848264,1200,17.5,0,2,2
736523.8891285532,1200,17.5,0,2,2
736523.8353456134,1,17.5,0,2,3
736523.8351043055,1,17.5,0,2,3
736523.834862963,75,17.5,0,2,3
736523.8346219792,75,17.5,0,2,3
736523.8343808218,150,17.5,0,2,3
736523.834139919,150,17.5,0,2,3
736523.8354663426,300,17.5,0,2,3
736523.8352248495,300,17.5,0,2,3
736523.8349836575,600,17.5,0,2,3
736523.8347425116,600,17.5,0,2,3
736523.8345012848,1200,17.5,0,2,3
736523.834260324,1200,17.5,0,2,3
736523.8970813542,1,17.5,0,2,3
736523.896721632,1,17.5,0,2,3
736523.8963619792,1,17.5,0,2,3
736523.8960021643,75,17.5,0,2,3
736523.8956429977,75,17.5,0,2,3
736523.8952839699,75,17.5,0,2,3
736523.8972012616,150,17.5,0,2,3
736523.8968415393,150,17.5,0,2,3
736523.8964818287,150,17.5,0,2,3
736523.8961221296,300,17.5,0,2,3
736523.8957626274,300,17.5,0,2,3
736523.8954036458,300,17.5,0,2,3
736523.8973213079,600,17.5,0,2,3
736523.8969614005,600,17.5,0,2,3
736523.8966016782,600,17.5,0,2,3
736523.896241956,1200,17.5,0,2,3
736523.8958823726,1200,17.5,0,2,3
736523.8955232987,1200,17.5,0,2,3
736523.8432706366,1,48,0,3,1
736523.8433916435,1,48,0,3,1
736523.8994645717,1,48,0,3,1
736523.8995849422,1,48,0,3,1
736523.8997053588,1,48,0,3,1
736523.8472768634,1,210,0,3,2
736523.8473951968,1,210,0,3,2
736523.902263345,1,210,0,3,2
736523.9023841204,1,210,0,3,2
736523.9025047916,1,210,0,3,2
736523.8505576968,60,298,0,4,0
736523.8503204051,60,298,0,4,0
736523.8506763541,508,298,0,4,0
736523.8504390509,508,298,0,4,0
736523.9054582755,60,298,0,4,0
736523.9050952315,60,298,0,4,0
736523.9055793866,60,298,0,4,0
736523.9052162268,508,298,0,4,0
736523.9057003588,508,298,0,4,0
736523.9053372453,508,298,0,4,0
